Timestamp,temperature(c),windDirection(deg),windSpeed(mps),humidity(pcnt),pressure(hPa),cloudiness(pcnt),fog(pcnt),lowClouds(pcnt),mediumClouds(pcnt),highClouds(pcnt),dewpointTemperature(c)
2016-02-24T03:00:00Z,5.3,34.2,1.3,63.2,1022.9,100.0,0.0,0.0,0.0,100.0,-1.4
2016-02-24T06:00:00Z,2.0,0.8,1.1,78.5,1023.5,100.0,0.0,0.0,39.8,100.0,-1.5
2016-02-24T09:00:00Z,2.2,19.1,0.9,76.0,1024.0,96.1,0.0,0.0,32.0,96.1,-1.8
2016-02-24T12:00:00Z,2.8,27.0,1.1,69.1,1024.3,80.5,0.0,0.0,79.7,7.0,-2.5
2016-02-24T15:00:00Z,3.0,37.2,1.0,67.4,1024.9,48.4,0.0,0.0,48.4,0.0,-2.7
2016-02-24T18:00:00Z,6.8,114.7,1.1,61.8,1025.7,72.7,0.0,0.0,72.7,0.8,-0.2
2016-02-24T21:00:00Z,10.5,104.5,1.5,52.8,1024.4,57.8,0.0,0.0,42.2,27.3,1.1
2016-02-25T00:00:00Z,10.4,112.5,1.4,55.6,1024.1,93.0,0.0,0.0,37.5,89.8,1.8
2016-02-25T03:00:00Z,6.4,71.6,1.7,71.6,1025.0,100.0,0.0,3.9,72.7,100.0,1.5
2016-02-25T06:00:00Z,5.3,26.4,1.6,73.7,1025.5,8.6,0.0,0.8,8.6,0.0,0.8
2016-02-25T09:00:00Z,3.7,7.5,0.9,72.8,1025.4,5.5,0.0,0.0,3.9,1.6,-0.9
2016-02-25T12:00:00Z,3.6,18.5,1.0,71.3,1025.4,18.0,0.0,0.8,3.9,14.1,-1.3
2016-02-25T15:00:00Z,3.1,36.0,1.4,73.0,1025.8,5.5,0.0,0.8,0.8,3.9,-1.5
2016-02-25T18:00:00Z,8.4,105.0,1.4,65.5,1026.3,97.7,0.0,0.8,0.8,97.7,2.2
2016-02-25T21:00:00Z,11.5,103.7,2.4,56.3,1024.3,12.5,0.0,0.0,5.5,11.7,3.0
2016-02-26T00:00:00Z,12.1,106.6,3.0,57.2,1022.6,0.0,0.0,0.0,0.0,0.0,3.8
2016-02-26T03:00:00Z,6.9,86.3,2.1,74.3,1023.0,0.0,0.0,0.0,0.0,0.0,2.5
2016-02-26T06:00:00Z,3.9,1.5,0.8,80.9,1023.0,96.1,0.0,0.0,0.0,96.1,0.7
2016-02-26T09:00:00Z,3.0,12.2,0.8,79.1,1022.6,89.8,0.0,0.0,0.0,89.8,-0.4
2016-02-26T12:00:00Z,3.8,17.1,0.7,72.7,1022.1,83.6,0.0,0.0,0.0,83.6,-0.8
2016-02-26T18:00:00Z,8.3,101.7,1.2,68.9,1020.5,100.0,0.0,0.0,35.9,100.0,2.9
2016-02-27T00:00:00Z,12.3,118.5,0.9,60.7,1014.7,99.2,0.0,0.8,64.1,99.2,4.9
2016-02-27T06:00:00Z,8.8,301.3,3.9,76.4,1013.9,88.3,0.0,16.4,80.5,35.9,4.8
2016-02-27T12:00:00Z,7.2,252.6,5.0,86.9,1015.6,100.0,0.0,75.0,98.4,100.0,5.1
2016-02-27T18:00:00Z,8.2,270.4,6.8,71.6,1020.4,40.6,0.0,39.8,5.5,0.0,3.2
2016-02-28T00:00:00Z,9.6,292.6,4.6,65.4,1020.0,100.0,0.0,0.0,15.6,100.0,3.3
2016-02-28T06:00:00Z,6.0,315.7,0.9,80.4,1019.8,100.0,0.0,0.0,93.0,100.0,2.8
2016-02-28T12:00:00Z,3.7,29.7,1.6,86.8,1016.2,100.0,0.0,0.0,84.4,100.0,1.6
2016-02-28T18:00:00Z,6.3,245.6,0.4,82.0,1014.9,98.4,0.0,32.8,93.8,92.2,3.4
2016-02-29T00:00:00Z,5.8,269.8,3.7,87.6,1014.6,95.3,0.0,57.0,86.7,36.7,3.9
2016-02-29T06:00:00Z,3.6,270.2,4.3,84.0,1019.0,21.9,0.0,21.9,0.0,0.0,1.0
2016-02-29T12:00:00Z,2.9,271.6,5.1,87.9,1022.7,41.4,0.0,41.4,0.0,0.0,1.0
2016-02-29T18:00:00Z,5.8,267.8,5.1,73.3,1027.4,86.7,0.0,80.5,0.8,18.0,1.3
2016-03-01T00:00:00Z,9.4,234.0,1.5,51.6,1025.3,14.1,0.0,0.8,13.3,0.0,-0.2
2016-03-01T06:00:00Z,4.6,341.9,0.9,76.8,1024.8,100.0,0.0,2.3,100.0,100.0,0.7
2016-03-01T12:00:00Z,4.4,51.8,1.1,87.4,1021.9,100.0,0.0,0.0,99.2,100.0,2.4
2016-03-01T18:00:00Z,7.4,266.2,0.6,78.3,1020.4,100.0,0.0,89.8,95.3,100.0,3.8
2016-03-02T00:00:00Z,11.6,21.8,0.4,67.2,1015.9,64.8,0.0,0.0,14.1,63.3,5.7
2016-03-02T06:00:00Z,7.6,321.0,1.1,78.6,1014.0,94.5,0.0,0.0,46.9,94.5,4.1
2016-03-02T12:00:00Z,3.9,331.4,1.8,75.1,1011.9,94.5,0.0,0.8,80.5,92.2,-0.3
2016-03-02T18:00:00Z,8.0,299.5,1.1,79.2,1015.1,52.3,0.0,43.0,43.0,0.0,4.5
2016-03-03T00:00:00Z,11.7,21.5,1.1,66.8,1010.0,100.0,0.0,0.0,29.7,100.0,5.7
2016-03-03T06:00:00Z,6.2,29.0,1.7,86.3,1003.8,96.9,0.0,0.0,64.8,95.3,4.0
2016-03-03T12:00:00Z,6.3,289.8,4.1,83.2,1007.1,99.2,0.0,2.3,99.2,74.2,3.6
2016-03-03T18:00:00Z,7.7,258.9,4.5,70.1,1011.9,18.0,0.0,13.3,9.4,2.3,2.5
2016-03-04T00:00:00Z,9.9,285.2,1.4,52.4,1011.5,39.1,0.0,0.8,13.3,35.2,0.5
2016-03-04T06:00:00Z,5.6,275.4,1.4,73.6,1013.6,99.2,0.0,0.0,97.7,99.2,1.1
2016-03-04T12:00:00Z,1.9,0.7,0.7,86.1,1014.8,93.8,0.0,16.4,93.8,0.8,-0.4
